Policy_Number,Customer_ID,Vehicle_ID,Vehicle_Make,Policy_Start_Date,Policy_End_Date,Premium_Amount,Claim_Number,Payment_Date,Payment_Method,Coverage_Type,Agent_ID,Region_Name,Policy_Term,Deductible,Claim_Date,Claim_Amount,Claim_Status,Claim_Type
P30365718,CUST1704,V175548,Chevrolet,8/29/2023,7/16/2024,614,CLM7300,6/11/2024,Cash,Comprehensive,AG103,West,12 months,959,6/4/2024,9301,Denied,Accident
P97959503,CUST1705,V863080,BMW,9/21/2022,7/5/2024,1181,CLM2101,8/2/2023,Cash,Collision,AG103,West,12 months,959,2/24/2024,9301,Denied,Accident
P14029860,CUST1706,V678125,Ford,11/26/2022,10/19/2024,1544,CLM1158,3/26/2023,Cash,Third Party,AG104,East,12 months,959,10/7/2024,9638,Approved,Accident
P76047924,CUST1707,V745816,Volkswagen,3/17/2022,3/13/2024,1370,CLM1001,7/8/2024,Bank Transfer,Comprehensive,AG103,South,12 months,959,1/21/2024,9301,Approved,Accident
P94237711,CUST1708,V522074,Hyundai,1/12/2022,7/26/2025,707,CLM4642,1/27/2023,Cash,Collision,AG100,North,12 months,959,11/6/2023,9301,Denied,Accident
P21983126,CUST1709,V507082,Nissan,2/27/2022,9/29/2025,1669,CLM1307,6/18/2024,Credit Card,Comprehensive,AG103,East,12 months,959,1/30/2024,9301,Pending,Accident
P46322432,CUST1710,V104881,BMW,5/3/2022,9/25/2025,1024,CLM5306,8/4/2024,Credit Card,Third Party,AG103,West,12 months,959,7/12/2023,9301,Denied,Accident
P19204582,CUST1711,V702241,Hyundai,10/20/2022,7/8/2025,687,CLM5578,10/28/2024,Bank Transfer,Third Party,AG104,Central,12 months,959,3/25/2023,9301,Denied,Accident
P96781844,CUST1712,V473221,Honda,3/28/2022,6/23/2025,1782,CLM2996,6/7/2024,Cash,Third Party,AG102,North,12 months,959,4/9/2024,9301,Pending,Accident
P87843653,CUST1713,V648837,BMW,5/3/2022,4/16/2025,1345,CLM7571,8/28/2024,Credit Card,Collision,AG100,North,12 months,959,1/4/2023,9301,Pending,Accident
P99162008,CUST1714,V486088,Hyundai,12/12/2022,6/18/2024,643,CLM2425,6/20/2024,Bank Transfer,Third Party,AG103,North,12 months,959,11/9/2023,9301,Pending,Accident
P12556772,CUST1715,V655442,Ford,4/3/2022,7/18/2025,1121,CLM8156,7/27/2023,Credit Card,Comprehensive,AG108,South,12 months,959,8/9/2023,9301,Approved,Accident
P45194344,CUST1716,V620455,Ford,3/8/2023,9/14/2025,961,CLM5757,2/27/2023,Bank Transfer,Third Party,AG103,East,12 months,959,11/9/2023,9301,Pending,Accident
P43463425,CUST1717,V381450,Chevrolet,6/11/2022,2/4/2025,871,CLM5443,10/4/2024,Bank Transfer,Collision,AG101,Central,12 months,959,10/13/2024,9301,Pending,Accident
P39421348,CUST1718,V911078,Honda,1/1/2023,12/5/2024,1401,CLM8730,4/11/2023,Bank Transfer,Comprehensive,AG103,West,12 months,959,1/11/2024,9301,Approved,Accident
P62225622,CUST1719,V820142,Hyundai,12/17/2022,9/26/2024,1486,CLM8989,4/12/2024,Cash,Collision,AG100,West,12 months,959,5/3/2024,9301,Denied,Accident
P73754413,CUST1720,V991752,Mercedes,6/16/2023,9/12/2024,1690,CLM8538,5/15/2023,Cash,Collision,AG101,East,12 months,959,2/21/2024,9301,Pending,Accident
P28808298,CUST1721,V764271,Ford,7/11/2022,12/3/2025,863,CLM1260,5/14/2023,Bank Transfer,Collision,AG103,Central,12 months,959,12/1/2024,9301,Approved,Accident
P55437448,CUST1722,V274034,Volkswagen,3/4/2022,6/30/2024,818,CLM1739,1/22/2024,Cash,Comprehensive,AG104,Central,12 months,959,2/15/2023,9301,Pending,Accident
P40341637,CUST1723,V153007,Chevrolet,2/23/2022,12/6/2024,1599,CLM9341,3/16/2024,Cash,Collision,AG103,East,12 months,959,4/20/2023,9301,Denied,Accident
P90103975,CUST1724,V698386,Ford,6/26/2023,6/14/2025,832,CLM4596,4/11/2023,Credit Card,Third Party,AG100,East,12 months,959,9/6/2024,9301,Pending,Accident
P90915016,CUST1725,V680037,Mercedes,1/30/2022,4/20/2024,1904,CLM6232,5/18/2023,Cash,Comprehensive,AG101,West,12 months,959,6/30/2023,9301,Approved,Accident
P34837243,CUST1726,V628084,Ford,5/19/2023,12/28/2025,1680,CLM1142,1/10/2023,Cash,Collision,AG103,East,12 months,959,3/22/2023,9301,Pending,Accident
P20461607,CUST1727,V772399,Mercedes,7/23/2022,3/11/2024,531,CLM1664,12/17/2024,Cash,Third Party,AG103,South,12 months,959,8/16/2023,9301,Denied,Accident
P78462450,CUST1728,V807389,Volkswagen,3/27/2023,6/7/2025,1714,CLM4735,12/23/2023,Bank Transfer,Collision,AG103,Central,12 months,959,10/29/2023,9301,Pending,Accident
P82293962,CUST1729,V701316,BMW,7/5/2023,6/23/2024,1837,CLM7230,2/9/2024,Cash,Comprehensive,AG100,West,12 months,959,7/13/2024,9301,Pending,Accident
P51858559,CUST1730,V570993,Mercedes,5/22/2023,11/13/2025,1961,CLM8601,8/3/2023,Cash,Comprehensive,AG103,West,12 months,959,3/6/2023,9301,Approved,Accident
P48405570,CUST1731,V588624,Hyundai,8/27/2022,12/20/2025,998,CLM6980,9/19/2024,Credit Card,Third Party,AG103,North,12 months,959,7/27/2024,9301,Denied,Accident
P76473976,CUST1732,V964537,Kia,9/5/2023,4/5/2024,883,CLM8282,1/12/2023,Bank Transfer,Collision,AG103,West,12 months,959,3/30/2024,9301,Denied,Accident
P74362991,CUST1733,V771154,Mercedes,11/24/2022,2/14/2024,939,CLM1998,4/23/2023,Credit Card,Comprehensive,AG103,Central,12 months,959,10/19/2023,9301,Denied,Accident
P84596377,CUST1734,V186895,BMW,4/6/2023,7/12/2025,1889,CLM4583,10/12/2024,Bank Transfer,Collision,AG103,Central,12 months,959,2/26/2023,9301,Denied,Accident
P19608777,CUST1735,V699277,Mercedes,8/19/2022,3/16/2024,535,CLM9880,12/8/2024,Bank Transfer,Comprehensive,AG103,South,12 months,959,6/10/2023,9301,Pending,Accident
P84956976,CUST1736,V895315,Kia,4/15/2023,7/21/2024,1586,CLM1557,1/22/2024,Cash,Third Party,AG104,Central,12 months,959,3/27/2024,9638,Approved,Accident
P62580191,CUST1737,V868225,Toyota,10/26/2023,8/21/2025,1274,CLM3151,5/25/2024,Bank Transfer,Comprehensive,AG103,North,12 months,959,6/1/2023,9301,Approved,Accident
P36577342,CUST1738,V813296,Kia,5/3/2023,6/14/2024,1376,CLM5017,12/1/2024,Credit Card,Comprehensive,AG104,South,12 months,959,3/1/2023,9301,Denied,Accident
P99939157,CUST1739,V716077,Volkswagen,12/29/2023,5/21/2025,720,CLM4391,11/23/2024,Credit Card,Comprehensive,AG104,West,12 months,959,8/3/2024,9301,Denied,Accident
P43239301,CUST1740,V142601,Volkswagen,2/9/2023,4/21/2025,1215,CLM5099,8/16/2024,Bank Transfer,Collision,AG103,Central,12 months,959,3/10/2024,9301,Denied,Accident
P66496274,CUST1741,V738089,Hyundai,1/28/2022,3/19/2024,569,CLM8509,11/30/2023,Cash,Third Party,AG104,South,12 months,959,12/20/2023,9638,Approved,Accident
P47458380,CUST1742,V939682,BMW,5/26/2022,10/21/2024,785,CLM3565,5/29/2024,Cash,Collision,AG103,North,12 months,959,6/17/2024,9301,Pending,Accident
P11987395,CUST1743,V574169,Toyota,3/9/2023,1/25/2024,1658,CLM2619,7/2/2024,Credit Card,Comprehensive,AG101,South,12 months,959,1/13/2023,9301,Pending,Accident
P16511593,CUST1744,V695919,Chevrolet,10/20/2022,1/25/2024,698,CLM5583,3/24/2024,Credit Card,Third Party,AG101,Central,12 months,959,5/17/2024,9301,Pending,Accident
P70782232,CUST1745,V949028,Volkswagen,1/21/2022,1/12/2025,1114,CLM7182,1/14/2024,Credit Card,Comprehensive,AG100,Central,12 months,959,3/21/2023,9301,Pending,Accident
P22907155,CUST1746,V135005,Mercedes,4/15/2022,2/19/2024,1948,CLM4632,2/22/2024,Bank Transfer,Collision,AG100,Central,12 months,959,11/30/2024,9301,Approved,Accident
P93379719,CUST1747,V166735,Hyundai,9/26/2023,4/12/2024,1600,CLM4689,5/19/2024,Cash,Third Party,AG104,South,12 months,959,4/2/2023,9638,Approved,Accident
P73484633,CUST1748,V851368,Chevrolet,4/26/2022,1/4/2025,1146,CLM6628,7/7/2024,Cash,Comprehensive,AG102,West,12 months,959,6/20/2024,9301,Pending,Accident
P35489729,CUST1749,V259503,Honda,1/17/2022,2/3/2024,1912,CLM8227,2/20/2024,Cash,Third Party,AG103,West,12 months,959,3/11/2023,9301,Pending,Accident
P21765779,CUST1750,V227957,Volkswagen,4/9/2022,11/10/2024,1568,CLM1262,10/25/2024,Bank Transfer,Third Party,AG108,North,12 months,959,10/2/2024,9301,Denied,Accident
P40441725,CUST1751,V349088,Honda,9/3/2022,11/25/2025,1295,CLM7366,4/21/2023,Cash,Collision,AG100,East,12 months,959,4/28/2024,9301,Pending,Accident
P65965261,CUST1752,V677985,Honda,11/12/2022,1/29/2025,1750,CLM8247,4/16/2023,Cash,Third Party,AG103,East,12 months,959,3/17/2024,9301,Denied,Accident
P94200471,CUST1753,V261840,Nissan,6/18/2022,2/9/2025,1220,CLM6541,3/8/2023,Bank Transfer,Comprehensive,AG104,South,12 months,959,1/27/2024,9301,Approved,Accident
P88712434,CUST1754,V310125,Honda,8/2/2022,8/28/2024,1987,CLM8851,1/5/2023,Credit Card,Comprehensive,AG101,West,12 months,959,6/11/2023,9301,Pending,Accident
P30231287,CUST1755,V686346,BMW,10/15/2022,6/8/2025,1478,CLM1456,9/23/2023,Cash,Third Party,AG104,East,12 months,959,12/10/2023,9301,Denied,Accident
P58617283,CUST1756,V975617,Mercedes,1/24/2022,12/27/2024,648,CLM6568,8/3/2024,Cash,Comprehensive,AG102,West,12 months,959,3/14/2023,9301,Denied,Accident
P50794792,CUST1757,V734652,Hyundai,2/9/2022,3/11/2024,1659,CLM9673,12/31/2023,Bank Transfer,Third Party,AG106,West,12 months,959,4/20/2024,9301,Denied,Accident
P97598565,CUST1758,V948174,Chevrolet,3/26/2022,5/28/2024,1453,CLM9252,5/12/2024,Credit Card,Comprehensive,AG101,West,12 months,959,4/24/2023,9301,Pending,Accident
P25782957,CUST1759,V684254,Chevrolet,7/23/2022,12/16/2024,1629,CLM3204,11/11/2023,Bank Transfer,Comprehensive,AG105,Central,12 months,959,7/22/2024,9301,Denied,Accident
P88873731,CUST1760,V574401,Chevrolet,1/19/2022,7/12/2025,1516,CLM5692,4/4/2023,Bank Transfer,Collision,AG104,South,12 months,959,10/23/2024,9301,Pending,Accident
P22403692,CUST1761,V550994,Honda,2/22/2022,7/9/2024,1788,CLM1715,7/25/2023,Cash,Comprehensive,AG103,West,12 months,959,4/7/2024,9301,Denied,Accident
P64629504,CUST1762,V682907,Toyota,5/1/2023,12/5/2025,636,CLM1356,2/17/2023,Cash,Collision,AG101,Central,12 months,959,12/20/2023,9301,Approved,Accident
P29712163,CUST1763,V395755,Honda,3/3/2022,10/11/2024,1288,CLM1472,2/27/2023,Bank Transfer,Comprehensive,AG103,South,12 months,959,1/22/2024,9301,Pending,Accident
P16909113,CUST1764,V214847,Honda,11/11/2023,4/19/2024,1227,CLM8976,6/5/2024,Cash,Comprehensive,AG103,North,12 months,959,6/9/2024,9301,Approved,Accident
P58128613,CUST1765,V673162,Mercedes,3/10/2023,5/5/2025,1849,CLM5365,6/30/2024,Bank Transfer,Collision,AG103,North,12 months,959,5/26/2024,9301,Approved,Accident
P86001660,CUST1766,V469432,Mercedes,8/19/2022,11/14/2024,624,CLM7276,11/30/2023,Credit Card,Comprehensive,AG104,South,12 months,959,9/9/2024,9301,Approved,Accident
P78238342,CUST1767,V136211,Chevrolet,3/22/2023,9/28/2024,1687,CLM5242,8/23/2023,Credit Card,Comprehensive,AG101,South,12 months,959,4/5/2023,9301,Approved,Accident
P47783037,CUST1768,V573636,Hyundai,11/23/2022,7/21/2024,1207,CLM9828,1/2/2024,Bank Transfer,Collision,AG103,East,12 months,959,11/19/2024,9301,Pending,Accident
P71462968,CUST1769,V744339,Hyundai,7/15/2022,9/18/2025,1004,CLM3370,1/8/2024,Bank Transfer,Collision,AG103,North,12 months,959,3/21/2024,9301,Denied,Accident
P28805672,CUST1770,V820525,Mercedes,6/10/2023,4/10/2025,926,CLM6402,1/3/2024,Credit Card,Collision,AG103,North,12 months,959,1/7/2024,9301,Approved,Accident
P61555157,CUST1771,V505544,Mercedes,2/19/2022,4/10/2025,658,CLM7723,1/22/2024,Cash,Comprehensive,AG101,Central,12 months,959,7/21/2023,9301,Denied,Accident
P82157965,CUST1772,V170487,Toyota,2/25/2023,11/20/2025,963,CLM2471,12/28/2023,Bank Transfer,Comprehensive,AG101,Central,12 months,959,9/8/2023,9301,Pending,Accident
P90928438,CUST1773,V950864,Mercedes,5/17/2022,3/4/2025,926,CLM9872,1/18/2024,Cash,Third Party,AG104,Central,12 months,959,5/13/2024,9638,Approved,Accident
P75626592,CUST1774,V264836,Kia,11/26/2023,3/30/2024,754,CLM1518,9/4/2023,Credit Card,Third Party,AG102,North,12 months,959,1/20/2023,9301,Denied,Accident
P61249625,CUST1775,V108661,Volkswagen,9/8/2023,10/23/2025,1475,CLM9807,1/9/2024,Bank Transfer,Comprehensive,AG103,Central,12 months,959,11/25/2024,9301,Pending,Accident
P30662050,CUST1776,V199744,Nissan,4/18/2023,5/6/2024,1581,CLM7529,2/25/2024,Cash,Third Party,AG104,West,12 months,959,5/9/2023,9638,Approved,Accident
P91986343,CUST1777,V576924,Mercedes,12/3/2023,9/16/2024,587,CLM3913,5/26/2024,Credit Card,Third Party,AG105,East,12 months,959,11/14/2024,9301,Denied,Accident
P39227462,CUST1778,V670312,Hyundai,5/22/2022,9/8/2024,1053,CLM2507,8/26/2024,Cash,Third Party,AG104,West,12 months,959,10/17/2023,9638,Approved,Accident
P22437908,CUST1779,V683032,Nissan,5/30/2023,7/7/2025,703,CLM6906,12/6/2024,Bank Transfer,Third Party,AG103,South,12 months,959,1/20/2024,9301,Denied,Accident
P74661543,CUST1780,V397845,Mercedes,6/20/2023,9/15/2025,1904,CLM4897,1/24/2024,Bank Transfer,Comprehensive,AG106,South,12 months,959,6/12/2024,9301,Approved,Accident
P16808645,CUST1781,V260327,Ford,6/20/2023,6/15/2024,1677,CLM5296,5/4/2024,Cash,Third Party,AG104,South,12 months,959,12/4/2023,9301,Pending,Accident
P82582764,CUST1782,V644520,Hyundai,4/4/2022,9/22/2024,1776,CLM8236,9/28/2023,Bank Transfer,Comprehensive,AG105,East,12 months,959,9/6/2024,9301,Denied,Accident
P56354362,CUST1783,V192478,BMW,6/12/2022,10/26/2024,786,CLM3620,9/16/2024,Credit Card,Comprehensive,AG102,West,12 months,959,11/18/2023,9301,Approved,Accident
P54655332,CUST1784,V917857,BMW,6/25/2022,8/23/2025,629,CLM6770,2/3/2024,Bank Transfer,Third Party,AG103,West,12 months,959,11/20/2024,9301,Denied,Accident
P71693257,CUST1785,V721007,Honda,10/6/2022,4/27/2024,1984,CLM9203,5/15/2024,Cash,Third Party,AG104,East,12 months,959,3/30/2023,9638,Approved,Accident
P80261591,CUST1786,V610995,Volkswagen,1/4/2022,8/3/2025,1557,CLM4850,1/15/2023,Credit Card,Collision,AG103,East,12 months,959,11/10/2024,9301,Approved,Accident
P53453255,CUST1787,V525007,BMW,5/26/2023,7/29/2025,747,CLM9412,7/2/2024,Cash,Third Party,AG104,West,12 months,959,12/15/2023,9638,Approved,Accident
P42121561,CUST1788,V704270,Volkswagen,6/22/2023,3/5/2024,1155,CLM1871,7/19/2024,Credit Card,Comprehensive,AG102,Central,12 months,959,5/16/2023,9301,Approved,Accident
P61207999,CUST1789,V692365,Honda,10/3/2022,12/23/2024,593,CLM8522,3/10/2023,Bank Transfer,Third Party,AG104,South,12 months,959,7/17/2024,9301,Pending,Accident
P74249498,CUST1790,V328624,Mercedes,11/8/2023,1/4/2025,1982,CLM1813,6/17/2023,Cash,Collision,AG103,East,12 months,415,1/13/2023,9301,Approved,Accident
P48458089,CUST1791,V436105,Nissan,11/19/2023,11/14/2025,1641,CLM6720,11/12/2023,Cash,Collision,AG102,South,12 months,755,4/20/2023,9301,Approved,Accident
P80662811,CUST1792,V828896,Kia,10/13/2022,10/20/2025,567,CLM8397,9/21/2024,Cash,Collision,AG103,Central,12 months,176,8/8/2023,9301,Denied,Accident
P84472299,CUST1793,V512811,Toyota,10/10/2023,4/29/2024,1749,CLM6053,3/22/2023,Bank Transfer,Collision,AG103,East,12 months,143,5/30/2024,9301,Pending,Accident
P24553872,CUST1794,V144298,Ford,8/15/2022,10/17/2025,507,CLM4800,8/22/2023,Bank Transfer,Collision,AG104,Central,12 months,330,4/24/2024,9301,Denied,Accident
P69883641,CUST1795,V190045,Nissan,4/6/2022,7/5/2024,1981,CLM8816,6/25/2024,Cash,Third Party,AG103,North,12 months,959,10/4/2024,9301,Pending,Accident
P34541021,CUST1796,V897457,Kia,7/26/2022,10/5/2025,1418,CLM4819,5/31/2023,Bank Transfer,Comprehensive,AG102,North,12 months,848,6/24/2024,9301,Approved,Accident
P74431471,CUST1797,V658106,Honda,7/22/2022,10/5/2025,1424,CLM9179,11/8/2024,Bank Transfer,Third Party,AG103,Central,12 months,959,2/27/2024,9301,Pending,Accident
P58561883,CUST1798,V121466,Ford,5/27/2022,8/26/2024,910,CLM1341,3/8/2024,Bank Transfer,Comprehensive,AG101,North,12 months,307,4/26/2023,9301,Approved,Accident
P63122751,CUST1799,V426755,Kia,9/12/2022,5/20/2024,1784,CLM3162,5/7/2024,Credit Card,Collision,AG101,West,12 months,612,4/27/2023,9301,Denied,Accident
P15476879,CUST1800,V659781,Mercedes,7/20/2023,10/3/2025,1362,CLM7216,4/14/2024,Bank Transfer,Comprehensive,AG103,South,12 months,360,7/9/2024,9301,Approved,Accident
P75643686,CUST1801,V508724,Nissan,9/19/2023,3/4/2024,1332,CLM3793,6/8/2023,Cash,Third Party,AG104,West,12 months,959,3/25/2024,9638,Approved,Accident
P61670150,CUST1802,V934874,BMW,4/10/2022,10/18/2025,1431,CLM4204,5/5/2023,Credit Card,Third Party,AG104,East,12 months,959,11/30/2023,9301,Denied,Accident
P99986456,CUST1803,V521014,Ford,5/12/2023,10/22/2025,528,CLM9246,1/26/2023,Cash,Collision,AG103,East,12 months,749,1/7/2024,9301,Approved,Accident
P36073625,CUST1804,V234414,Nissan,3/6/2023,3/22/2024,608,CLM8220,3/23/2024,Bank Transfer,Comprehensive,AG103,North,12 months,216,11/13/2024,9301,Approved,Accident
P31270665,CUST1805,V820422,BMW,3/27/2023,5/28/2025,1517,CLM1488,10/15/2024,Cash,Third Party,AG104,South,12 months,959,3/5/2024,9638,Approved,Accident
P34473483,CUST1806,V658157,Chevrolet,7/26/2023,8/20/2024,1640,CLM2145,12/21/2024,Credit Card,Collision,AG103,West,12 months,802,10/30/2024,9301,Denied,Accident
P73606739,CUST1807,V204174,Toyota,7/3/2022,2/23/2025,1106,CLM7995,6/17/2023,Credit Card,Comprehensive,AG104,East,12 months,268,5/15/2024,9301,Approved,Accident
P57241726,CUST1808,V773066,Ford,8/31/2023,1/6/2024,1310,CLM9539,6/13/2024,Bank Transfer,Comprehensive,AG103,South,12 months,143,5/28/2023,9301,Pending,Accident
P23694671,CUST1809,V332704,Volkswagen,8/10/2023,10/13/2025,1281,CLM2263,4/12/2023,Bank Transfer,Collision,AG103,East,12 months,106,2/25/2023,9301,Approved,Accident
P12290874,CUST1810,V486394,Volkswagen,7/26/2023,9/30/2024,1491,CLM7692,9/29/2024,Cash,Comprehensive,AG100,Central,12 months,416,4/14/2023,9301,Approved,Accident
P56856581,CUST1811,V765778,Ford,9/24/2022,11/7/2024,1304,CLM1920,7/1/2024,Bank Transfer,Collision,AG103,Central,12 months,528,12/2/2023,9301,Pending,Accident
P38157055,CUST1812,V257475,Toyota,3/23/2022,11/27/2025,815,CLM5576,9/28/2023,Credit Card,Comprehensive,AG102,East,12 months,970,11/30/2024,9301,Pending,Accident
P46551426,CUST1813,V611934,Toyota,4/28/2023,5/1/2025,1727,CLM2879,3/22/2024,Credit Card,Collision,AG104,South,12 months,355,3/9/2023,9301,Approved,Accident
P22522843,CUST1814,V599512,Hyundai,3/17/2022,6/16/2025,734,CLM4543,12/13/2023,Cash,Comprehensive,AG102,North,12 months,251,5/14/2023,9301,Approved,Accident
P68509558,CUST1815,V924087,Toyota,9/13/2022,6/11/2024,1238,CLM2340,9/27/2024,Cash,Comprehensive,AG101,East,12 months,871,12/13/2023,9301,Approved,Accident
P13076265,CUST1816,V487308,Nissan,8/4/2022,1/9/2025,910,CLM9620,11/13/2024,Cash,Comprehensive,AG100,North,12 months,922,12/31/2024,9301,Pending,Accident
P62555770,CUST1817,V961843,BMW,7/8/2022,4/12/2024,1209,CLM6065,8/12/2024,Cash,Comprehensive,AG104,East,12 months,877,9/25/2024,9301,Denied,Accident
P75057469,CUST1818,V276654,Nissan,12/17/2022,3/16/2024,1056,CLM1284,3/23/2023,Bank Transfer,Comprehensive,AG104,West,12 months,792,10/20/2023,9301,Denied,Accident
P12128945,CUST1819,V672539,Mercedes,6/10/2023,11/29/2025,1918,CLM6659,3/24/2024,Cash,Collision,AG101,East,12 months,194,7/2/2023,9301,Approved,Accident
P65213112,CUST1820,V395912,BMW,4/8/2022,11/13/2025,1710,CLM7518,10/11/2024,Cash,Third Party,AG104,East,12 months,959,11/6/2023,9638,Approved,Accident
P89911343,CUST1821,V249851,Nissan,12/8/2023,4/17/2024,923,CLM4819,12/7/2023,Bank Transfer,Third Party,AG103,East,12 months,959,2/22/2024,9301,Denied,Accident
P65318535,CUST1822,V548122,BMW,1/24/2023,2/10/2025,623,CLM5399,8/28/2024,Credit Card,Collision,AG102,West,12 months,142,8/29/2024,9301,Denied,Accident
P24981783,CUST1823,V929900,Volkswagen,1/13/2023,1/28/2024,516,CLM4687,2/5/2023,Cash,Collision,AG103,Central,12 months,887,12/12/2023,9301,Approved,Accident
P21921139,CUST1824,V340349,Kia,2/14/2023,2/14/2024,539,CLM9528,3/6/2024,Cash,Comprehensive,AG100,East,12 months,650,9/13/2023,9301,Denied,Accident
P25746185,CUST1825,V210124,Nissan,7/13/2022,10/3/2024,691,CLM4809,12/18/2023,Bank Transfer,Collision,AG100,West,12 months,535,6/12/2023,9301,Denied,Accident
P82788955,CUST1826,V988887,Mercedes,12/31/2022,9/11/2025,1982,CLM9510,8/20/2023,Credit Card,Collision,AG100,West,12 months,648,6/1/2023,9301,Approved,Accident
P96297297,CUST1827,V762359,Ford,3/8/2022,1/11/2024,1705,CLM4040,6/26/2023,Credit Card,Comprehensive,AG100,East,12 months,533,6/17/2024,9301,Pending,Accident
P26991832,CUST1828,V495510,Nissan,7/10/2022,8/19/2024,572,CLM1300,6/30/2024,Cash,Third Party,AG103,North,12 months,959,1/18/2024,9301,Denied,Accident
P80900644,CUST1829,V761111,Honda,4/11/2023,8/23/2025,1216,CLM3579,2/17/2024,Cash,Third Party,AG102,West,12 months,959,3/5/2024,9301,Pending,Accident
P20860588,CUST1830,V635033,Honda,1/27/2022,9/15/2024,1349,CLM3586,12/31/2024,Credit Card,Comprehensive,AG103,North,12 months,442,10/19/2023,9301,Pending,Accident
P31504495,CUST1831,V382941,BMW,3/7/2022,12/12/2025,517,CLM3450,6/4/2024,Credit Card,Collision,AG103,North,12 months,782,5/21/2023,9301,Approved,Accident
P60561739,CUST1832,V276670,Mercedes,1/8/2023,11/12/2024,1183,CLM7303,9/9/2024,Cash,Third Party,AG104,South,12 months,959,4/15/2024,9638,Approved,Accident
P98515378,CUST1833,V589980,Kia,7/30/2023,5/20/2024,558,CLM2758,12/31/2023,Bank Transfer,Collision,AG104,South,12 months,880,3/6/2023,9301,Pending,Accident
P76103399,CUST1834,V617483,Ford,1/31/2022,4/4/2024,1507,CLM6133,5/24/2023,Cash,Collision,AG103,West,12 months,384,1/3/2024,9301,Denied,Accident
P30968043,CUST1835,V232780,BMW,3/13/2023,5/22/2025,1623,CLM2823,1/6/2024,Cash,Comprehensive,AG108,North,12 months,231,8/29/2024,9301,Pending,Accident
P71765341,CUST1836,V906561,Mercedes,8/5/2022,10/26/2024,1742,CLM2378,8/29/2024,Credit Card,Comprehensive,AG103,East,12 months,877,6/14/2024,9301,Pending,Accident
P34626455,CUST1837,V100631,Mercedes,3/31/2022,11/10/2025,844,CLM9418,6/27/2023,Cash,Third Party,AG101,Central,12 months,959,9/7/2023,9301,Pending,Accident
P54565543,CUST1838,V676409,Chevrolet,8/9/2022,9/7/2024,1430,CLM6623,11/26/2024,Cash,Third Party,AG104,East,12 months,959,5/23/2024,9638,Approved,Accident
